geo_name,geo_id,pop,adult_obesity,income_below_poverty,high_school_graduation,unemployment,violent_crime,age,median_property_value,owner_occupied_housing_units,population_living_in_a_rural_area,grads_total
Lumpkin County,05000US13187,31094,0.307,6426,0.92,0.053,125.75,36.8,171900,0.642115,0.839,2427
Sumter County,05000US13261,31070,0.327,9749,0.875,0.082,750.19,35,86900,0.558044,0.418,1968
Obion County,05000US47131,30900,0.336,6399,0.879,0.089,361.57,42.5,87200,0.667112,0.616,None
None,None,30869,None,16103,None,None,None,40.7,93000,0.653907,None,155
Pontotoc County,05000US28115,30862,0.311,5517,0.772,0.056,None,37.3,87800,0.73021,0.84,88
Caledonia County,05000US50005,30859,0.283,3686,0.881,0.048,142.39,43.6,164200,0.745247,0.744,312
Freeborn County,05000US27047,30751,0.299,3383,0.786,0.038,123.12,44.4,106600,0.755634,0.428,None
Clare County,05000US26035,30608,0.338,7289,0.86,0.074,307.21,46.5,83300,0.819167,0.706,810
Leflore County,05000US28083,30500,0.44,11765,0.678,0.109,636.43,32.8,73600,0.505951,0.177,430
Malheur County,05000US41045,30474,0.285,6651,0.836,0.065,283.53,36.4,123400,0.592578,0.484,477
Vernon County,05000US55123,30442,0.328,4882,0.954,0.042,68.63,42.4,146100,0.789918,0.857,None
Gallia County,05000US39053,30376,0.323,6334,0.925,0.065,110.01,40.5,101200,0.747977,0.814,555
Cass County,05000US48067,30346,0.313,5736,0.95,0.069,324.05,43,85500,0.768819,0.74,None
Jefferson County,05000US53031,30333,0.245,3541,0.769,0.071,245.59,56.2,291200,0.739326,0.575,43
Franklin County,05000US23007,30270,0.302,4089,0.887,0.048,116.54,45.3,132400,0.798699,0.83,432
Marion County,05000US01093,30239,0.355,5509,0.885,0.07,289.67,43.9,85500,0.765017,0.889,None
Delta County,05000US08029,30221,0.204,4890,0.83,0.057,94.77,47.5,196200,0.705829,0.632,137
Hancock County,05000US54029,30024,0.348,4286,0.88,0.078,95.2,45.7,86600,0.717923,0.303,14
Pickens County,05000US13227,29992,0.267,3058,0.91,0.052,195.62,44.8,181100,0.766019,0.731,None
Sheridan County,05000US56033,29924,0.233,2378,0.863,0.041,108.56,42.4,237700,0.684256,0.355,759
Stark County,05000US38089,29837,0.296,1961,0.908,0.026,218.32,34.5,222200,0.660674,0.273,345
Logan County,05000US17107,29820,0.292,2996,0.808,0.055,265.04,40,97500,0.68573,0.399,568
Stoddard County,05000US29207,29788,0.328,4848,0.907,0.066,167.77,42.2,89700,0.69127,0.698,None
Carroll County,05000US51035,29733,0.291,4625,0.86,0.053,106.63,46.7,109400,0.77907,0.971,None
Garrett County,05000US24023,29677,0.306,3666,0.93,0.065,297.52,44.8,169400,0.775077,0.839,108
Boyle County,05000US21021,29650,0.322,4381,0.95,0.057,191.2,40.7,136900,0.643172,0.348,400
Caroline County,05000US51033,29640,0.296,3600,0.8,0.051,126.66,39.8,189000,0.777291,0.784,None
Morton County,05000US38059,29633,0.333,2521,0.817,0.03,232.99,37.5,173400,0.734317,0.319,None
None,None,29548,None,17728,None,None,None,34.8,102500,0.758746,None,1449
Trempealeau County,05000US55121,29521,0.296,2804,0.937,0.04,61.1,40.8,145800,0.717736,0.896,None
Caddo County,05000US40015,29510,0.37,5883,0.865,0.05,310.78,37.2,79400,0.697531,0.8,182
Neshoba County,05000US28099,29474,0.375,6463,0.791,0.062,None,36,79700,0.72497,0.739,None
Lake County,05000US30047,29311,0.277,6206,0.882,0.049,437.79,41.5,226300,0.702226,0.834,190
Montgomery County,05000US17135,29301,0.313,3725,0.854,0.077,278.02,42.4,80000,0.773633,0.416,12
Randolph County,05000US54083,29287,0.348,4568,0.84,0.07,435.46,43.1,99300,0.714863,0.624,192
Summit County,05000US08117,29269,0.131,3522,0.94,0.025,161.31,38.2,496100,0.672432,0.195,None
Custer County,05000US40039,29248,0.309,4459,0.84,0.039,226.86,30.5,125100,0.590705,0.303,1019
Jackson County,05000US54035,29199,0.317,4315,0.95,0.072,175.67,42.9,113400,0.791778,0.714,22
Wythe County,05000US51197,29171,0.313,4677,0.88,0.054,111.07,43.9,128200,0.717917,0.753,946
McPherson County,05000US20113,29164,0.292,1833,0.904,0.03,169.52,41.8,138800,0.73639,0.435,415
Lee County,05000US13177,29134,0.312,3334,0.87,0.053,307.45,36.8,154800,0.743235,0.362,None
Austin County,05000US48015,29107,0.27,4163,0.957,0.046,240.08,40.8,164300,0.736054,0.663,None
Park County,05000US56029,29083,0.255,2288,0.85,0.042,239.49,43.7,231100,0.71977,0.442,328
Pine County,05000US27115,29067,0.362,3737,0.779,0.055,246.76,44,144800,0.777586,0.893,246
Giles County,05000US47055,29034,0.321,4721,0.84,0.051,325.37,42.9,113900,0.697073,0.737,338
Ellis County,05000US20051,29032,0.316,4008,0.871,0.03,335.39,32,155900,0.638846,0.256,3271
Gilmer County,05000US13123,28956,0.297,5556,0.91,0.058,237.36,46.1,152200,0.751595,0.876,None
Alpena County,05000US26007,28929,0.321,4615,0.78,0.059,254.66,47.3,92700,0.768903,0.518,396
Orange County,05000US50017,28897,0.266,3477,0.858,0.035,43.77,45.4,191700,0.797091,0.972,568
Grant County,05000US35017,28879,0.218,6086,0.879,0.066,709.65,46.4,135000,0.743991,0.424,640
Marion County,05000US29127,28858,0.373,4734,0.917,0.044,269.35,39.4,107700,0.652933,0.248,252
Iroquois County,05000US17075,28814,0.339,4556,0.874,0.057,117.61,44.3,95100,0.763846,0.717,None
Copiah County,05000US28029,28780,0.374,7844,0.791,0.073,None,38,88800,0.77251,0.656,831
Mason County,05000US26105,28755,0.299,4601,0.821,0.058,298.85,45.8,123200,0.759428,0.627,197
Meade County,05000US21163,28751,0.359,4426,0.93,0.056,72.34,37.1,134700,0.721475,0.859,None
Fayette County,05000US39047,28719,0.334,5207,0.925,0.049,176.55,41.3,107100,0.614692,0.478,None
Jones County,05000US13169,28701,0.335,3888,0.78,0.053,80.65,40.2,129700,0.817594,0.677,None
"Hocking County, OH",05000US39073,28690,0.375,4655,0.94,0.055,88.08,42.7,114400,0.736889,0.708,None
Haralson County,05000US13143,28667,0.273,5721,0.869,0.063,672.99,40.8,106600,0.696766,0.774,2468
Ripley County,05000US18137,28633,0.327,2834,0.87,0.054,75.38,40.8,138300,0.761042,0.832,None
Cass County,05000US27021,28633,0.265,4468,0.706,0.067,306.4,48.4,174000,0.806965,1,40
Sanpete County,05000US49039,28551,0.254,4265,0.861,0.041,78.51,31.2,164700,0.734967,0.409,856
Van Wert County,05000US39161,28501,0.379,3449,0.924,0.041,83.58,41.4,98900,0.760042,0.507,73
Carroll County,05000US47017,28417,0.324,5441,0.93,0.086,224.12,42.9,85300,0.726217,0.831,1568
Marion County,05000US47115,28363,0.329,5374,0.826,0.069,315.46,43.2,119000,0.720474,0.77,None
Madison County,05000US13195,28362,0.319,4520,0.89,0.054,159.69,40.4,122800,0.731252,0.919,None
San Miguel County,05000US35047,28350,0.226,8093,0.671,0.077,481.97,42.2,123100,0.706585,0.469,1094
Tate County,05000US28137,28338,0.374,4158,0.784,0.072,None,36.7,110000,0.742615,0.774,1259
Pike County,05000US39131,28298,0.358,5735,0.845,0.074,53.86,40.8,97800,0.682527,0.742,103
Morgan County,05000US08087,28288,0.269,2986,0.753,0.038,168.15,36.6,152800,0.658439,0.325,454
Powhatan County,05000US51145,28286,0.3,1431,0.9,0.039,64.75,44.3,254200,0.885567,0.997,None
Scott County,05000US28123,28268,0.337,7412,0.808,0.049,461.77,36.1,69600,0.722177,0.722,None
Lincoln County,05000US55069,28171,0.328,2616,0.915,0.052,148.26,46.6,134200,0.759605,0.54,None
Dinwiddie County,05000US51053,28155,0.327,4375,0.75,0.053,224.52,42.2,153800,0.75406,0.712,219
White County,05000US13311,28140,0.286,5345,0.93,0.051,164.53,44.5,155200,0.723584,0.838,91
Adams County,05000US39001,28111,0.311,6770,0.933,0.079,84.44,42.1,94300,0.68599,0.89,None
Carroll County,05000US39019,28108,0.347,3873,0.933,0.059,197.01,44.7,113300,0.796155,0.71,None
Harlan County,05000US21095,28031,0.365,8857,0.882,0.117,86.97,41.2,52700,0.691924,0.542,1024
Jennings County,05000US18079,28023,0.33,4217,0.89,0.051,333.71,39.6,97600,0.737903,0.602,None
Union County,05000US28145,27989,0.332,5277,0.801,0.052,21.9,38,86700,0.716838,0.756,None
Glenn County,05000US06021,27976,0.267,5578,0.772,0.087,419.24,36.9,215800,0.574941,0.409,None
Wyoming County,05000US42131,27975,0.334,2817,0.94,0.059,134.99,43.7,162400,0.788168,0.835,360
Russell County,05000US51167,27973,0.289,4710,0.87,0.065,175.28,44.1,94100,0.777636,0.882,None
Henderson County,05000US47077,27952,0.348,5703,0.96,0.082,530.35,40.4,94000,0.71454,0.764,27
Union County,05000US45087,27928,0.369,5464,0.74,0.078,525.47,43.7,74500,0.708398,0.654,50
Palo Pinto County,05000US48363,27922,0.294,4916,0.93,0.053,205.99,41.5,87000,0.682412,0.502,None
Wasatch County,05000US49051,27895,0.23,2441,0.92,0.034,89.74,33.2,336100,0.705625,0.269,16
Henry County,05000US39069,27890,0.292,2783,0.959,0.056,86.61,41.4,113600,0.795922,0.691,604
Codington County,05000US46029,27886,0.312,2847,0.87,0.031,241.29,38.1,159300,0.657839,0.225,733
Fredericksburg city,05000US51630,27853,0.288,4194,0.77,0.053,441.69,29.5,321500,0.348067,0.012,1266
Wells County,05000US18179,27836,0.284,3421,0.941,0.039,29.97,40.7,118800,0.804765,0.506,None
Perry County,05000US21193,27818,0.37,7394,0.921,0.089,104.94,41.1,72800,0.732322,0.741,1201
Washington County,05000US18175,27792,0.306,4100,0.925,0.051,None,41,104600,0.764706,0.768,None
Yazoo County,05000US28163,27719,0.388,8180,0.725,0.082,None,35.6,72100,0.60281,0.446,None
Marlboro County,05000US45069,27702,0.392,6551,0.77,0.101,1039.93,39.4,63300,0.673891,0.55,None
Carroll County,05000US05015,27690,0.358,4789,0.811,0.048,243.08,44.4,118500,0.760162,0.728,None
Bell County,05000US21013,27676,0.379,9776,0.943,0.085,156.11,41.1,59800,0.65522,0.625,30
Door County,05000US55029,27669,0.275,2451,0.907,0.068,66.89,52.2,201900,0.788835,0.69,None
Le Sueur County,05000US27079,27650,0.324,2339,0.935,0.047,67.08,41.5,182000,0.812309,0.622,None
Del Norte County,05000US06015,27628,0.255,5219,0.351,0.086,582.28,38.1,183600,0.608705,0.337,None
Mineral County,05000US54057,27606,0.345,4386,0.97,0.073,256.12,43.3,128300,0.611303,0.646,376
Garvin County,05000US40049,27570,0.338,5070,0.821,0.045,247.98,39.5,89100,0.690725,0.687,None
Montgomery County,05000US37123,27475,0.307,5821,0.87,0.057,202.86,41.4,95700,0.699379,0.768,347
Sunflower County,05000US28133,27424,0.422,8109,0.775,0.108,None,34.5,71100,0.566357,0.458,571
Montgomery County,05000US21173,27391,0.322,6777,0.89,0.066,145.1,38.9,114500,0.642675,0.591,7
Cibola County,05000US35006,27373,0.312,7005,0.67,0.079,606.78,35.8,86900,0.721065,0.553,105
Winchester city,05000US51840,27349,0.267,3847,0.893,0.043,291.94,37,218600,0.455077,0,1062
Baker County,05000US12003,27312,0.358,4522,0.82,0.054,360.05,36.5,108600,0.792866,0.595,None
Hardee County,05000US12049,27302,0.339,6716,0.6,0.067,260.21,34.3,78800,0.68497,0.478,None
Carter County,05000US21043,27292,0.389,4933,0.995,0.1,46.34,40.7,81000,0.771391,0.794,202
Simpson County,05000US28127,27279,0.377,7299,0.73,0.059,149.75,37.9,84100,0.793799,0.848,None
Lauderdale County,05000US47097,27261,0.383,6014,0.995,0.091,735.8,37.6,79900,0.58471,0.587,92
Decatur County,05000US13087,27237,0.3,6885,0.78,0.067,627.33,37.8,111100,0.599444,0.565,652
Cherokee County,05000US37039,27226,0.3,5247,0.93,0.065,194.82,50.4,140700,0.796629,1,216
Barton County,05000US20009,27214,0.354,4137,0.837,0.043,385.74,40.1,83700,0.683163,0.318,828
Jasper County,05000US45053,27186,0.37,6256,0.775,0.051,288.82,37.9,112100,0.689933,0.667,None
San Jacinto County,05000US48407,27172,0.281,4627,0.896,0.057,246.86,43.4,88000,0.85692,1,None
Toombs County,05000US13279,27160,0.315,7117,0.769,0.085,414.9,35.6,93600,0.611025,0.511,823
Grimes County,05000US48185,27140,0.291,4819,0.895,0.054,415.42,40.4,105800,0.771778,0.689,None
Lewis County,05000US36049,27107,0.337,3750,0.88,0.071,102.77,41.8,122000,0.761521,0.868,None
Jefferson County,05000US16051,27096,0.327,3023,0.852,0.034,56.98,31.4,160300,0.814233,0.666,None
Orleans County,05000US50019,27076,0.285,3831,0.88,0.058,127.78,45.1,156800,0.783451,0.853,19
Mason County,05000US54053,27060,0.361,4970,0.89,0.085,113.28,43.6,76900,0.788368,0.65,None
Uvalde County,05000US48463,27055,0.3,5484,0.838,0.051,384.53,33.8,78200,0.712993,0.314,866
De Soto Parish,05000US22031,27047,0.389,7097,0.96,0.079,935.66,39.6,103600,0.728336,0.773,None
Monroe County,05000US13207,27044,0.319,3419,0.88,0.056,184.33,42.8,157900,0.753363,0.802,None
St. Francis County,05000US05123,27023,0.425,5761,0.788,0.075,545.55,38,62700,0.578427,0.516,436
Ashe County,05000US37009,26992,0.291,5290,0.86,0.06,78.32,46.9,143700,0.739689,0.849,None
Bradford County,05000US12007,26919,0.359,4559,0.775,0.048,461.34,41,92000,0.728056,0.755,78
Peach County,05000US13225,26907,0.344,5206,0.83,0.079,545.93,34.9,124500,0.66185,0.382,560
Meade County,05000US46093,26840,0.27,2353,0.878,0.032,97.55,36.2,166200,0.723928,0.38,26
Geneva County,05000US01061,26765,0.341,6011,0.943,0.059,342.52,42,81500,0.752369,0.896,None
Logan County,05000US21141,26757,0.352,4778,0.895,0.048,145.86,40.6,96500,0.682456,0.75,None
Morehouse Parish,05000US22067,26739,0.394,7441,0.73,0.109,582.14,39.6,80500,0.649372,0.5,None
Barbour County,05000US01005,26614,0.444,6235,0.862,0.089,328.66,38.7,90300,0.639005,0.678,None
Clay County,05000US18021,26568,0.331,4358,0.93,0.053,None,40.4,96600,0.751352,0.609,None
Boone County,05000US19015,26411,0.324,2659,0.94,0.029,312.54,41.1,122900,0.745043,0.506,None
Juneau County,05000US55057,26399,0.358,3244,0.875,0.052,212.74,44.8,118800,0.757066,0.835,None
Upson County,05000US13293,26394,0.32,5910,0.85,0.071,277.74,41.1,83600,0.66918,0.469,None
Edgefield County,05000US45037,26388,0.327,4002,0.81,0.064,150.74,42.3,119300,0.758807,0.733,None
White County,05000US47185,26373,0.312,4662,0.94,0.062,288.71,43.5,96400,0.77648,0.782,None
Decatur County,05000US18031,26340,0.327,3375,0.925,0.04,None,39.1,119300,0.708202,0.538,None
Charlevoix County,05000US26029,26172,0.286,3208,0.784,0.057,136.63,47.3,155100,0.801775,0.704,None
Oceana County,05000US26127,26152,0.348,5136,0.835,0.076,190.06,42.6,104800,0.799462,0.899,None
Elmore County,05000US16039,26103,0.298,4587,0.598,0.047,218.48,31.1,137800,0.575366,0.269,None
Grayson County,05000US21085,26092,0.365,6212,0.88,0.068,99.61,40,102700,0.724117,0.736,None
McNairy County,05000US47109,26057,0.386,5916,0.87,0.087,404.9,42.9,85400,0.738693,0.853,28
Fluvanna County,05000US51065,26046,0.276,1726,0.9,0.037,75.17,42.6,222500,0.793977,0.629,None
Johnson County,05000US05071,26025,0.364,5418,0.884,0.06,192.9,38,90100,0.7143,0.714,141
Montezuma County,05000US08083,26006,0.217,4811,0.706,0.056,199.57,43.4,187700,0.703251,0.672,None
Hardeman County,05000US47069,25975,0.378,5285,0.9,0.078,570.52,39.9,84800,0.713105,0.802,131
Somerset County,05000US24039,25899,0.422,4826,0.875,0.083,276.9,37,131800,0.644332,0.458,722
Cherokee County,05000US01019,25897,0.336,4188,0.88,0.054,383.6,45.7,112500,0.791708,0.857,None
Dickinson County,05000US26043,25889,0.301,3720,0.854,0.054,None,46.5,88100,0.79481,0.328,None
Anson County,05000US37007,25883,0.346,5484,0.85,0.066,513.65,39.9,79900,0.650089,0.785,522
Audrain County,05000US29007,25868,0.347,4193,0.887,0.046,210.16,40.1,93400,0.685575,0.412,None
Jackson County,05000US40065,25864,0.341,4206,0.858,0.04,262.33,34.3,89100,0.587627,0.248,460
Hardin County,05000US47071,25839,0.319,5634,0.88,0.074,414.68,45.1,103900,0.774044,0.679,149
Marion County,05000US28091,25810,0.342,6840,0.798,0.074,220.11,39.8,76400,0.764054,0.731,None
Mille Lacs County,05000US27095,25788,0.359,2970,0.9,0.058,221.45,40.6,143500,0.740911,0.708,None
Union County,05000US41061,25758,0.273,4655,0.846,0.063,141.15,39.7,170500,0.637711,0.421,865
Nicholas County,05000US54067,25743,0.382,4486,0.91,0.091,752.02,44.5,87300,0.795666,0.872,None
Gillespie County,05000US48171,25732,0.268,2725,0.975,0.029,62.74,50.1,254500,0.770432,0.537,None
Benton County,05000US19011,25720,0.344,2324,0.883,0.038,54.98,41.8,143000,0.805416,0.807,None
Shelby County,05000US48419,25705,0.312,5792,0.929,0.053,342.45,37.1,74900,0.71239,0.794,None
Texas County,05000US29215,25690,0.326,6301,0.951,0.066,114.62,41.5,103000,0.721831,0.992,96
Lyon County,05000US27083,25670,0.287,3396,0.864,0.032,132.43,35.4,134500,0.676926,0.479,785
Franklin County,05000US20059,25663,0.338,3357,0.853,0.046,271.9,39.3,118200,0.72943,0.521,298
Wasco County,05000US41065,25657,0.255,3651,0.638,0.057,118.67,41.6,182300,0.63847,0.331,240
Allen Parish,05000US22003,25619,0.344,3367,0.91,0.069,167.47,38.6,82700,0.737851,0.694,None
Woodford County,05000US21239,25591,0.295,3636,0.9,0.036,124.49,41.9,182700,0.693464,0.362,354
Cleburne County,05000US05023,25587,0.318,3901,0.909,0.072,248.26,47.9,126100,0.753089,0.755,None
Stephens County,05000US13257,25584,0.301,4995,0.91,0.065,329.56,41.2,95900,0.714332,0.586,151
Cheboygan County,05000US26031,25579,0.332,4704,0.871,0.088,139.58,49.6,113300,0.817881,0.827,None
Tillamook County,05000US41057,25552,0.288,3821,0.847,0.058,92.96,48.1,222700,0.702974,0.696,63
Mingo County,05000US54059,25549,0.403,6594,0.9,0.131,307.8,41.6,70600,0.74947,0.897,73
Adair County,05000US29001,25547,0.29,5929,0.911,0.056,242.11,27.7,112100,0.590467,0.379,2556
Posey County,05000US18129,25527,0.291,2451,0.913,0.039,232.2,42.7,136900,0.844864,0.668,None
Hart County,05000US13147,25518,0.299,5228,0.94,0.061,357.64,43.1,122200,0.72504,0.745,None
Cass County,05000US31025,25463,0.354,1764,0.934,0.033,94.82,42,160900,0.816917,0.73,None
Randolph County,05000US18135,25403,0.356,4319,0.936,0.05,27.9,42,79000,0.756081,0.619,None
Seminole County,05000US40133,25403,0.364,5615,0.795,0.066,179.19,39.4,70200,0.705195,0.647,333
Iosco County,05000US26069,25373,0.332,4205,0.723,0.072,228.49,52.1,85500,0.795175,0.589,None
Gladwin County,05000US26051,25367,0.347,5099,0.849,0.069,239.69,49.1,95700,0.837977,0.886,None
Prentiss County,05000US28117,25339,0.331,5485,0.81,0.061,None,39.5,82200,0.718659,0.761,664
Brown County,05000US27015,25327,0.301,1925,0.894,0.041,53.59,43.3,132300,0.788366,0.349,199
Taylor County,05000US21217,25315,0.354,6090,0.99,0.066,208.75,38.6,104300,0.636532,0.522,635
Salem city,05000US51775,25290,0.252,2158,0.91,0.044,81.88,40.6,173800,0.642545,0,1078
Tattnall County,05000US13267,25260,0.331,5290,0.78,0.06,78.64,36.6,85600,0.669072,0.682,None
King George County,05000US51099,25260,0.283,1395,0.92,0.047,111.35,37,288000,0.73238,0.732,None
Grady County,05000US13131,25145,0.33,7337,0.83,0.06,213.04,39.8,108200,0.592908,0.624,None
Lamoille County,05000US50015,25136,0.252,3148,0.91,0.047,56,40.8,220300,0.718623,1,407
Yates County,05000US36123,25106,0.266,3319,0.86,0.05,72.26,41.5,126900,0.770667,0.712,691
Randolph County,05000US29175,25081,0.33,4025,0.882,0.059,154.78,39,89300,0.738638,0.452,857
Chattooga County,05000US13055,25046,0.34,5182,0.856,0.062,178.5,40.3,67300,0.666595,0.576,None
West Baton Rouge Parish,05000US22121,25017,0.402,4933,0.79,0.056,333.42,35.5,168600,0.730574,0.305,None
Washington County,05000US29221,25002,0.336,4678,0.934,0.066,222.67,40.7,80400,0.818132,0.805,None
Plymouth County,05000US19149,24972,0.322,2111,0.957,0.028,96.07,41.5,143000,0.790168,0.629,None
Abbeville County,05000US45001,24951,0.352,5230,0.85,0.069,394.02,43.6,88100,0.776082,0.786,128
Lee County,05000US51105,24911,0.294,6080,0.76,0.072,152.53,43.2,78600,0.716979,0.996,None
Fayette County,05000US48149,24909,0.271,2630,0.923,0.034,165.27,47.7,154700,0.775777,0.671,None
Currituck County,05000US37053,24864,0.289,2468,0.9,0.059,157.26,43.2,227400,0.83302,0.983,None
Lawrence County,05000US46081,24859,0.257,2873,0.763,0.033,134.5,41.4,190000,0.652279,0.369,649
Clarke County,05000US01025,24847,0.382,6023,0.929,0.118,439.43,42,85900,0.672179,0.76,None
Juniata County,05000US42067,24811,0.347,2926,0.94,0.048,81.49,43.2,146200,0.757452,0.823,None
Coahoma County,05000US28027,24804,0.429,8541,0.669,0.103,None,33.9,62500,0.525649,0.32,506
Aransas County,05000US48007,24729,0.269,4124,0.914,0.051,313.57,50.7,154500,0.747801,0.273,None
Ouachita County,05000US05103,24728,0.348,5970,0.883,0.066,391.44,42.8,66900,0.676913,0.564,None
Grant County,05000US21081,24705,0.363,4857,0.867,0.054,59.36,36.6,122000,0.694848,0.65,None
Bremer County,05000US19017,24663,0.324,1677,0.94,0.034,229.17,38.9,153200,0.806593,0.645,416
Saline County,05000US17165,24659,0.301,5334,0.824,0.077,314.81,42,71200,0.717582,0.437,508
Upshur County,05000US54097,24632,0.382,4154,0.85,0.08,47.58,41.5,111200,0.757935,0.64,453
Luna County,05000US35029,24627,0.243,7153,0.66,0.176,731.9,38.4,85300,0.64929,0.406,None
Washington County,05000US12133,24627,0.385,4532,0.7,0.059,235.7,42,93700,0.780287,0.846,264
Crawford County,05000US29055,24545,0.324,5166,0.907,0.06,188.82,41.6,116500,0.723466,0.733,None
Manistee County,05000US26101,24465,0.346,3723,0.539,0.063,225.96,48.5,109800,0.816478,0.612,None
Lincoln County,05000US21137,24424,0.308,6049,0.95,0.069,47.36,40.5,89400,0.736755,0.817,None
Milam County,05000US48331,24372,0.297,3692,0.962,0.053,209.93,41.8,82400,0.666773,0.562,None
Todd County,05000US27153,24335,0.304,3253,0.799,0.044,112.53,43.1,132100,0.815224,0.784,None
Rowan County,05000US21205,24302,0.344,5510,0.995,0.06,69.26,31,117300,0.615366,0.688,1727
Hertford County,05000US37091,24285,0.369,5217,0.86,0.071,325.44,41.9,86900,0.660005,0.686,356
White County,05000US18181,24265,0.347,2376,0.859,0.041,88.3,42.3,106600,0.780972,0.68,None
Hickman County,05000US47081,24251,0.321,5181,0.93,0.057,297.79,40.4,103600,0.762733,1,None
Waushara County,05000US55137,24238,0.329,2646,0.913,0.064,94,48.5,137200,0.812596,0.895,None
Staunton city,05000US51790,24234,0.271,3622,0.882,0.044,170.95,42.6,163000,0.580564,0.037,370
Elbert County,05000US08039,24225,0.196,1221,0.88,0.031,21.65,45.4,353700,0.887838,1,None
Otsego County,05000US26137,24198,0.333,3365,0.848,0.059,173.04,44.6,121600,0.809053,0.657,None
Columbia County,05000US05027,24168,0.364,5581,0.895,0.068,270.3,36,77100,0.661484,0.575,754
Ohio County,05000US21183,24152,0.372,5003,0.94,0.064,111.9,40.6,85400,0.774356,0.735,None
Churchill County,05000US32001,24148,0.255,3851,0.67,0.07,186.62,38.8,157800,0.606785,0.347,None
Sabine Parish,05000US22085,24144,0.391,4612,0.87,0.071,268.71,40.8,78900,0.771149,0.882,None
Poinsett County,05000US05111,24131,0.384,5238,0.816,0.057,363.84,39.9,77900,0.621898,0.711,None
Fannin County,05000US13111,24017,0.259,4262,0.925,0.06,223.18,50.3,169800,0.773144,1,None
Winston County,05000US01133,24013,0.302,4833,0.903,0.076,242.52,44.1,77700,0.758584,0.849,None
Routt County,05000US08107,23980,0.143,2408,0.925,0.032,171.26,40,424300,0.673731,0.452,None
Dawson County,05000US31047,23924,0.338,3585,0.923,0.032,143.84,36.3,95600,0.674098,0.267,None
Roscommon County,05000US26143,23900,0.342,4644,0.671,0.088,259.77,54.9,92400,0.807916,0.661,345
Panola County,05000US48365,23771,0.307,3372,0.884,0.052,312.33,38.3,92900,0.775744,0.727,716
Page County,05000US51139,23759,0.283,3770,0.96,0.069,126.56,44.7,171300,0.70482,0.802,None
Iowa County,05000US55049,23751,0.318,2277,0.941,0.042,126.21,42.9,166900,0.755778,0.799,None
Scott County,05000US18143,23734,0.295,3267,0.875,0.054,243.12,40.9,98400,0.733379,0.527,None
Boone County,05000US54005,23645,0.354,6090,0.86,0.096,245.14,42,72900,0.759877,0.814,None
Fairfax city,05000US51600,23620,0.218,1415,None,0.034,91.62,39.6,487700,0.706937,0,None
Fayette County,05000US18041,23608,0.33,4472,0.92,0.065,None,42.4,79900,0.691826,0.368,None
Plaquemines Parish,05000US22075,23584,0.335,3990,0.91,0.055,157.69,36.3,153700,0.700139,0.195,None
Menominee County,05000US26109,23568,0.344,3492,0.803,0.051,181.21,47.8,93700,0.786322,0.643,None
Itawamba County,05000US28057,23511,0.345,4544,0.83,0.058,108.37,40,84400,0.754798,0.863,1347
Martin County,05000US37117,23510,0.38,4721,0.776,0.077,531.65,46.2,84000,0.698704,0.781,129
Sumner County,05000US20191,23509,0.311,2872,0.912,0.045,275.45,40.5,84200,0.752719,0.629,None
Butts County,05000US13035,23479,0.287,4255,0.86,0.064,231.05,38.5,117000,0.715394,0.779,None
Brooke County,05000US54009,23473,0.39,2851,0.94,0.073,107.35,46.2,89200,0.729716,0.421,132
Limestone County,05000US48293,23469,0.339,4976,0.939,0.051,316.1,39.1,83200,0.734775,0.536,None
Hampshire County,05000US54027,23455,0.338,3864,0.77,0.055,345.77,45.1,125600,0.595169,1,None
Cassia County,05000US16031,23441,0.305,3563,0.84,0.033,189.11,31.8,130100,0.711546,0.515,15
Letcher County,05000US21133,23382,0.386,6889,0.915,0.112,33.84,41.7,57300,0.737945,1,10
Hockley County,05000US48219,23377,0.307,3540,0.923,0.042,417.63,33,80800,0.674442,0.398,1152
Meigs County,05000US39105,23345,0.343,5247,0.911,0.083,105.08,42.8,86300,0.77575,0.813,None
George County,05000US28039,23313,0.342,4096,0.75,0.076,49.07,36.8,97700,0.859109,0.883,None
Beckham County,05000US40009,23290,0.355,3030,0.856,0.048,169.88,34.9,123200,0.63772,0.327,None
Johnson County,05000US21115,23280,0.372,5964,0.958,0.084,72.5,41.6,83800,0.742517,0.73,None
Antrim County,05000US26009,23215,0.322,2962,0.87,0.072,139.84,50,145100,0.840159,1,None
Saline County,05000US29195,23214,0.376,3748,0.871,0.047,149.35,37.4,92800,0.673762,0.458,268
Seward County,05000US20175,23185,0.386,4285,0.885,0.044,339.6,29.2,89400,0.687847,0.114,338
Osceola County,05000US26133,23172,0.342,5172,0.824,0.062,238.69,43.1,89400,0.789872,1,None
Buchanan County,05000US51027,23158,0.318,5297,0.86,0.108,176.96,45.9,70500,0.785072,1,178
Meeker County,05000US27093,23094,0.304,2116,0.93,0.042,103.48,42.1,157600,0.795592,0.655,None
Caswell County,05000US37033,23094,0.36,4888,0.775,0.064,216.06,45.3,99500,0.760762,0.992,None
Prince Edward County,05000US51147,23077,0.321,3355,0.825,0.065,185.49,31.5,151200,0.645873,0.632,1310
Starke County,05000US18149,23069,0.361,3596,0.912,0.059,99.98,41.9,99100,0.81139,0.824,9
Crisp County,05000US13081,23061,0.311,7439,0.79,0.069,405.39,38.4,91000,0.57304,0.47,None
